data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;num_semaforo;sentido_via;tipo;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2020-01-03;09:16:00;SEM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;581;;TABELIONATO FIGUEIREDO;AV HERCULANO BANDEIRA;581;TABELIONATO FIGUEIREDO;PINA;;SUBURBIO;COLISÃO TRASEIRA;COLISÃOSEMVÍTIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa contínua;Faixa seccionada;
2020-01-03;09:34:00;SEM VÍTIMA;FINALIZADA;;AV MARECHAL MASCARENHAS DE MORAES;6111;;LADO OPOSTO AO FERRO +;AV MARECHAL MASCARENHAS DE MORAES;6111;LADO OPOSTO AO FERRO +;;;SUBURBIO;COLISÃO TRASEIRA;COLISAO S/ VÍTIMA ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-03;09:42:00;SEM VÍTIMA;DUPLICIDADE;IMBIRIBEIRA;AV ANTONIO TORRES GALVAO;68;;EM FRENTEALOJAGESSOUNIVERSAL;AV ANTONIO TORRES GALVAO;68;EM FRENTEALOJAGESSOUNIVERSAL;IMBIRIBEIRA;;;COLISÃO;COLISÃOSEMVÍTIMAS;;;;;;;1;1;;0;;;;;;;;;;;;;;
2020-01-03;09:46:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ALFREDO MARCONDES;68;;EM FRENTE AO Nº 68;RUA ALFREDO MARCONDES;68;EM FRENTE AO Nº 68;IMBIRIBEIRA;;;COLISÃO TRASEIRA;COLISÃOSEMVÍTIMAS;1;;;;;;1;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-03;10:15:00;SEM VÍTIMA;CANCELADA;AREIAS;AV IZABEL DE GOES;23;AV RECIFE;LADO OPOSTO DA CONCESSIONARIA CHEVROLET;AV IZABEL DE GOES;23;LADO OPOSTO DA CONCESSIONARIA CHEVROLET;AREIAS;;;COLISÃO;CAMINHÃO E AUTO;1;;;;;;1;;;0;;;;;;;;;;;;;;
2020-01-03;10:42:00;SEM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;434;;AO LADO DA UPA;AV ENGENHEIRO ABDIAS DE CARVALHO;434;AO LADO DA UPA;TORRÕES;;SUBURBIO;COLISÃO TRASEIRA;COLISÃOSEMVÍTIMAS;4;;;;;;;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;Canteiro central;
2020-01-03;10:48:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;;RUA DOS NAVEGANTES;RESTAURANTE ILHA DOS NAVEGANTES;RUA PADRE BERNADINO PESSOA;;RESTAURANTE ILHA DOS NAVEGANTES;BOA VIAGEM;;;CHOQUE VEÍCULO PARADO;COLISAO S/ VÍTIMA. ENTRE DOIS VEICULOS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Única;Faixa seccionada;;
2020-01-03;10:54:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;1040;AV CAPITAO GREGORIO DE CALDAS;HN VEÍCULOS;AV RECIFE;1040;HN VEÍCULOS;AREIAS;497;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO S/VÍTIMAS ENTRE UM ONIBUS E TRES AUTOS;3;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-03;11:41:00;SEM VÍTIMA;FINALIZADA;FUNDÃO;AV BEBERIBE;2759;RUA AURIFLAMA;VIA NET ACESSÓRIOS E MANUTENÇÃO;AV BEBERIBE;2759;VIA NET ACESSÓRIOS E MANUTENÇÃO;FUNDÃO;307;CIDADE;COLISÃO TRASEIRA;COLISÃO S/VÍTIMAS DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;50 km/h;Dupla;Blocos;;
2020-01-03;13:27:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA RIBEIRO DE BRITO;1111;RUA GENERAL AMERICANO FREIRE;POSTO BR;RUA RIBEIRO DE BRITO;1111;POSTO BR;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-03;13:54:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;;EM FRENTE AO SEMÁFORO 343;AV CRUZ CABUGA;;EM FRENTE AO SEMÁFORO 343;SANTO AMARO;343;;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;;Faixa contínua;Faixa seccionada;
2020-01-03;14:04:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;RUA TOME GIBSON;NA ENTRADA PARA A CAPELA DO FREI DAMIÃO / ENTRADA DO GTO;AVENIDA CELSO FURTADO (VIA MANGUE);;NA ENTRADA PARA A CAPELA DO FREI DAMIÃO / ENTRADA DO GTO;BOA VIAGEM;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO COMVÍTIMA/ 2 VÍTIMAS ...EQUIPE DO BOMBEIRO NO LOCAL;1;1;;;;;;;;2;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-03;14:19:00;COM VÍTIMA;FINALIZADA;APIPUCOS;RUA DOIS IRMAOS;371;;AO LADO DO COLEGIO CANDIDO DUARTE;RUA DOIS IRMAOS;371;AO LADO DO COLEGIO CANDIDO DUARTE;APIPUCOS;535;CIDADE;COLISÃO TRASEIRA;COLISÃO COM VÍTIMA...AGUARDANDO SAMU;1;1;;;;;;;;1;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;
2020-01-03;14:53:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;RUA SOUZA BANDEIRA;;AV CAXANGA;;;CORDEIRO;236;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Única;Faixa seccionada;;
2020-01-03;15:24:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;;RUA JOSE OSORIO;MERCADO DA MADALENA;RUA REAL DA TORRE;;MERCADO DA MADALENA;MADALENA;179;SUBURBIO;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;50 km/h;Única;Não existe;;
2020-01-03;15:46:00;COM VÍTIMA;FINALIZADA;DERBY;RUA HENRIQUE DIAS;;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;;;DERBY;68;CIDADE;ABALROAMENTO LONGITUDINAL;AUTO E MOTO.;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;;Única;Faixa;;
2020-01-03;15:53:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV DOM JOAO VI;;RUA PEDRO PAES MENDONCA;;AV DOM JOAO VI;;;BOA VIAGEM;543;CIDADE;COLISÃO TRASEIRA;COLISAO ENTRE AUTO E MOTO S/V;1;1;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;
2020-01-03;16:49:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA PANDIA CALOGERAS;138;;SALÃO DE BELEZANALDIA GOLDEIO;RUA PANDIA CALOGERAS;138;SALÃO DE BELEZANALDIA GOLDEIO;PRADO;;;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2020-01-03;17:05:00;SEM VÍTIMA;FINALIZADA;ÁGUA FRIA;EST VELHA DE AGUA FRIA;1814;;EM FRENTE AO ESTABELECIMENTO DELÍCIAS BOMBONS;EST VELHA DE AGUA FRIA;1814;EM FRENTE AO ESTABELECIMENTO DELÍCIAS BOMBONS;ÁGUA FRIA;405;CIDADE;COLISÃO FRONTAL;COLISÃO SEM VÍTIMA;2;;;;;;;;1;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;;;
2020-01-03;18:37:00;SEM VÍTIMA;FINALIZADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;;;;RUA LEONARDO BEZERRA CAVALCANTE;;;CASA FORTE;;;ABALROAMENTO LONGITUDINAL;ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-03;18:42:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV JOAO DE BARROS;2739;AV GOVERNADOR AGAMENON MAGALHAES;EM FRENTE AO Nº 2739;AV JOAO DE BARROS;2739;EM FRENTE AO Nº 2739;ESPINHEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO SEM VÍTIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;
2020-01-03;20:44:00;COM VÍTIMA;CANCELADA;BARRO;AV DR JOSE RUFINO;2125;;E/F AO IMACULADA CONÇEIÇÃO;AV DR JOSE RUFINO;2125;E/F AO IMACULADA CONÇEIÇÃO;BARRO;;;ATROPELAMENTO;AUTO PASSEIO X PEDESTRE COM VÍTIMA;1;;;;1;;;;;1;;;;;;;;;;;;;;
2020-01-03;21:23:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV RECIFE;;AV MARECHAL MASCARENHAS DE MORAES;LADO OPOSTO DA TOYOTA TOYOLEX;AV RECIFE;;LADO OPOSTO DA TOYOTA TOYOLEX;IMBIRIBEIRA;;SUBURBIO;COLISÃO TRASEIRA;ONIBUS X AUTO PASSEIO S/V;1;;;;;1;;;;0;;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;Canteiro central;Blocos
2020-01-03;21:41:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV CONS ROSA E SILVA;;;LADO OPOSTO AO Nº 239;AV CONS ROSA E SILVA;;LADO OPOSTO AO Nº 239;GRAÇAS;;SUBURBIO;COLISÃO FRONTAL;COLISAO SEM VÍTIMAS;1;1;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Única;Faixa seccionada;;
2020-01-03;21:54:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;210;RUA CAMBOIM;EM FRENTE AO MAISON CHRISTAL;RUA DEZ DE JULHO;210;EM FRENTE AO MAISON CHRISTAL;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;ONIBUS X AUTO PASSEIO S/V;1;;;;;1;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2020-01-03;23:42:00;SEM VÍTIMA;FINALIZADA;IPSEP;RUA VIRGINIA HERACLIO;681;RUA ALVORADA;;RUA VIRGINIA HERACLIO;681;;IPSEP;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO SEM VÍTIMAS;1;1;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;Não há placas;;Única;Não existe;;
2020-01-03;23:52:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;RUA QUITERIO INACIO DE MELLO;;RUA SAO MIGUEL;OPOSTO AO POSTO PBP;RUA QUITERIO INACIO DE MELLO;;OPOSTO AO POSTO PBP;AFOGADOS;333;CIDADE;ABALROAMENTO LONGITUDINAL;COLISAO SEM VÍTIMAS;1;;;;;;1;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Única;Faixa seccionada;;
2020-01-04;02:18:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA DEZ DE JULHO;;RUA WALDEMAR NERY CARNEIRO MONTEIRO;;RUA DEZ DE JULHO;;;BOA VIAGEM;573;CIDADE;ABALROAMENTO TRANSVERSAL;COLISAO SEM VÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;Faixa seccionada;
2020-01-04;08:23:00;SEM VÍTIMA;CANCELADA;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;913;;NA AREA DE ABASTECIMENTO DO POSTO SETTA;RUA ERNESTO DE PAULA SANTOS;913;NA AREA DE ABASTECIMENTO DO POSTO SETTA;BOA VIAGEM;;;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-04;08:34:00;SEM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA FLORIANO PEIXOTO;;;AO LADO DA PRAÇA JOAQUIM NABUCO;RUA FLORIANO PEIXOTO;;AO LADO DA PRAÇA JOAQUIM NABUCO;SÃO JOSÉ;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO S/VÍTIMAS ENTRE DOIS AUTOS;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Faixa seccionada;;
2020-01-04;09:06:00;COM VÍTIMA;FINALIZADA;HIPÓDROMO;RUA PRUDENTE DE MORAES;158;RUA MARQUES DE ABRANTES;EM FRENTE AO DEPOSITO SUPER GÁS;RUA PRUDENTE DE MORAES;158;EM FRENTE AO DEPOSITO SUPER GÁS;HIPÓDROMO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;
2020-01-04;10:10:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA ERNESTO DE PAULA SANTOS;PISTA LESTE;AV ENGENHEIRO DOMINGOS FERREIRA;;PISTA LESTE;BOA VIAGEM;217;SUBURBIO;ABALROAMENTO TRANSVERSAL;DOIS AUTOS;2;;;;;;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Única;Canteiro central;;
2020-01-04;11:23:00;SEM VÍTIMA;FINALIZADA;LINHA DO TIRO;RUA ALTO DOS COQUEIROS;62;;;RUA ALTO DOS COQUEIROS;62;;LINHA DO TIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃOSEMVÍTIMAS;;;;;;1;1;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-04;11:34:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TREZE DE MAIO;322;AV DA SAUDADE,;;RUA TREZE DE MAIO;322;;SANTO AMARO;428;;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;;;
2020-01-04;13:01:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA DA BAIXA VERDE;;RUA FELICIANO GOMES;EM FRENTE AO POSTE NºH 034450;RUA DA BAIXA VERDE;;EM FRENTE AO POSTE NºH 034450;DERBY;;CIDADE;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Única;Não existe;;
2020-01-04;13:06:00;SEM VÍTIMA;FINALIZADA;MANGABEIRA;AV NORTE;4371;;EM FRENTE AO Nº 4371;AV NORTE;4371;EM FRENTE AO Nº 4371;MANGABEIRA;364;CIDADE;CHOQUE OBJETO FIXO;CHOQUE NO CANTEIRO CENTRAL DERRUBANDO A CAIXA DO SEMÁFORO;1;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
2020-01-04;13:52:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA CONS PORTELA;676;;EM FRENTE AO Nº 676;RUA CONS PORTELA;676;EM FRENTE AO Nº 676;ESPINHEIRO;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;;;Única;Faixa contínua;;
2020-01-04;14:31:00;SEM VÍTIMA;FINALIZADA;DERBY;RUA JORNALISTA PAULO BITTENCOURT;;RUA DA BAIXA VERDE;;RUA JORNALISTA PAULO BITTENCOURT;;;DERBY;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;
2020-01-04;15:11:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;;LADO OP. CENTRAL DE FLAGRANTES;AV GOVERNADOR AGAMENON MAGALHAES;;LADO OP. CENTRAL DE FLAGRANTES;SANTO AMARO;49;;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;60 km/h;Única;Faixa seccionada;Canteiro central;
2020-01-04;15:12:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;822;;EM FRENTE AO RESIDENCIAL PINHEIROS;RUA ARQUITETO LUIZ NUNES;822;EM FRENTE AO RESIDENCIAL PINHEIROS;IMBIRIBEIRA;;;ABALROAMENTO TRANSVERSAL;COLISÃO COM VÍTIMA ENTRE AUTO E MOTO.;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2020-01-04;15:23:00;SEM VÍTIMA;CANCELADA;BOA VISTA;RUA DA SANTA CRUZ;64;;EM FRENTE A PADARIA SANTA CRUZ;RUA DA SANTA CRUZ;64;EM FRENTE A PADARIA SANTA CRUZ;BOA VISTA;;;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;;;;;;;;;;;;;
2020-01-04;15:33:00;SEM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;4515;;FIAT ITALIANA;AV CAXANGA;4515;FIAT ITALIANA;CAXANGÁ;;CIDADE;COLISÃO TRASEIRA;COLISÃO SEM VÍTIMA;1;1;;;;;;;;0;;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;;R-6a;;Dupla;Faixa seccionada;Canteiro central;
2020-01-04;15:50:00;SEM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;997;AV JOSE GONCALVES DE MEDEIROS;AO LADO BOSCH SERVIÇOS;RUA BENFICA;997;AO LADO BOSCH SERVIÇOS;MADALENA;;CIDADE;ABALROAMENTO LONGITUDINAL;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;40 km/h;Dupla;Faixa contínua;Faixa seccionada;
2020-01-04;15:51:00;SEM VÍTIMA;FINALIZADA;;AV JOAO DE BARROS;;AV VISCONDE DE SUASSUNA;;AV JOAO DE BARROS;;;;356;;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa contínua;;
2020-01-04;16:01:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CASA AMARELA;;;POR TRÁS DO ANEXO DO MERCADO DE CASA AMARELA;RUA CASA AMARELA;;POR TRÁS DO ANEXO DO MERCADO DE CASA AMARELA;CASA AMARELA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISAO ENTRE DOIS AUTOS S/V;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Dupla;Não existe;;
2020-01-04;18:08:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV GENERAL MAC ARTHUR;301;RUA DUQUE ESTRADA;E/F AO LE PARK --- VT 05 E 26 NO LOCAl;AV GENERAL MAC ARTHUR;301;E/F AO LE PARK --- VT 05 E 26 NO LOCAl;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;ENTRE AUTO E MOTO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;40 km/h;Única;Faixa seccionada;;
2020-01-04;18:22:00;SEM VÍTIMA;FINALIZADA;AREIAS;AV RECIFE;204;;EM CIMA DA PONTE;AV RECIFE;204;EM CIMA DA PONTE;AREIAS;;CIDADE;COLISÃO TRASEIRA;COLISAO SEM VÍTIMAS;1;;;;;;1;;;0;;Viaduto;Bom;Não existe;Incompleta;Seca;;Não existe;;;Dupla;Canteiro central;;
2020-01-04;19:29:00;SEM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LORENA;;RUA LEANDRO BARRETO;VIADUTO SOBRE A BR 101;RUA LORENA;;VIADUTO SOBRE A BR 101;JARDIM SÃO PAULO;;SUBURBIO;CHOQUE OBJETO FIXO;COLISAO SEM VÍTIMAS;2;;;;;;;;;0;;Cruzamento;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Não existe;;
2020-01-04;21:24:00;SEM VÍTIMA;CANCELADA;IBURA;AV DOIS RIOS;106;;PRÓX A POLICLINICA ARNALDO MARQUES / E/F A IGREJA MUNDIAL E AUTO ESCOLA PILOTO;AV DOIS RIOS;106;PRÓX A POLICLINICA ARNALDO MARQUES / E/F A IGREJA MUNDIAL E AUTO ESCOLA PILOTO;IBURA;;;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;;;;;;;;;;;;;;
2020-01-05;10:26:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA MARQUES DE VALENCA;350;;IGREJA NOSSASENHORADEFATIMA;RUA MARQUES DE VALENCA;350;IGREJA NOSSASENHORADEFATIMA;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;COLISÃOSEMVTIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;
2020-01-05;11:46:00;SEM VÍTIMA;CANCELADA;SANTO AMARO;PRC DO CAMPO SANTO;S/N;;EM FRENTE A D.P DA MULHER;PRC DO CAMPO SANTO;S/N;EM FRENTE A D.P DA MULHER;SANTO AMARO;;;CHOQUE OBJETO FIXO;COLISÃO SEM VÍTIMA;;;;;;;;1;;0;;;;;;;;;;;;;;
2020-01-05;13:14:00;SEM VÍTIMA;FINALIZADA;;AV CAXANGA;792;RUA VISCONDE DO URUGUAI;;AV CAXANGA;792;;;274;SUBURBIO;ABALROAMENTO TRANSVERSAL;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Única;Faixa seccionada;;
2020-01-05;13:28:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;RUA DO ESPINHEIRO;151;;CLIN ( PLANO ODONTOLÓGICO DIGITAL);RUA DO ESPINHEIRO;151;CLIN ( PLANO ODONTOLÓGICO DIGITAL);GRAÇAS;;CIDADE;ABALROAMENTO TRANSVERSAL;SEM VÍTIMAS;2;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;
2020-01-05;14:29:00;SEM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;;RUA CACILDA IOLANDA PORCIUNCULA;PONTE GOV. PAULO GUERRA;AV ANTONIO DE GOES;;PONTE GOV. PAULO GUERRA;PINA;;;COLISÃO TRASEIRA;SEM VÍTIMAS;3;;;;;;;;;0;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;40 km/h;Única;Faixa seccionada;Canteiro central;
2020-01-05;16:05:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA PROFESSOR BENEDITO MONTEIRO;;;RUA AO LADO DO INTERNACIONAL, JUNTO A ESCOLA POLITECNICA DE PE;RUA PROFESSOR BENEDITO MONTEIRO;;RUA AO LADO DO INTERNACIONAL, JUNTO A ESCOLA POLITECNICA DE PE;MADALENA;;;COLISÃO TRASEIRA;COLISÃO COM VÍTIMA;1;1;;;;;;;;1;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;
2020-01-05;17:07:00;SEM VÍTIMA;FINALIZADA;PINA;AV CONSELHEIRO AGUIAR;960;RUA TOME GIBSON;PADARIA MIRAMAR;AV CONSELHEIRO AGUIAR;960;PADARIA MIRAMAR;PINA;2;;ABALROAMENTO TRANSVERSAL;SEM VÍTIMAS;1;;;;;1;;;;0;;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa seccionada;;
2020-01-05;19:23:00;COM VÍTIMA;FINALIZADA;MUSTARDINHA;RUA VINTE E UM DE ABRIL;711;RUA JOAO LEITE;E/F A CAPELA DE SÃO JOSÉ / PRÓX A MT-MOTOS;RUA VINTE E UM DE ABRIL;711;E/F A CAPELA DE SÃO JOSÉ / PRÓX A MT-MOTOS;MUSTARDINHA;;SUBURBIO;ATROPELAMENTO;ENTRE MOTO E PEDESTRE. C/V;;1;;;1;;;;;2;;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
